name,status
The 3Doodler,closed
OptoForce,closed
HelloFresh,operating
Euclid Systems,operating
Progress Financial Corporation,operating
Tronic.fm,closed
Super League,operating
Seemage,closed
Tutto,operating
Babington Group,operating
LifeStorage,operating
MyCaliforniaCabs.com,operating
Railsware,closed
Curve,closed
Smackages,operating
TransBiodiesel,closed
Polychromix,operating
Prime Advantage,operating
PerioSeal,operating
Zoom Media & Marketing - United States,closed
ITDatabase,operating
AppThis,closed
Figure 8 Surgical,closed
Whitewood Tax Solutions,operating
Virtually Free,closed
Kae Capital,operating
Legacy Consulting and Development,operating
KPI Therapeutics,closed
Regional Event Marketing Partnership,operating
Sun City Group,operating
Eximia,operating
GitCafe,operating
JinkoSolar Holding,closed
Pathogenetix,closed
Windgap Medical,operating
SoftwareONE,closed
Five Apes,closed
Anta Systems,closed
ScheduleSoft,operating
Anpath Group,closed
VirtualU,operating
Harper-Swakum Corporation,closed
Register.com,closed
PageCloud,closed
WeWantToKnow,closed
AFB,operating
Grey Island Energy,operating
PicoSpray,operating
FIVE Inc.,closed
Channel Pilot Solutions,operating
Resilience,closed
tipple.me,operating
Bridesandlovers.com,closed
Be Heard LLC,closed
PriceShoppers.com,closed
Setanta,operating
Mixpanel,closed
Balaya,operating
Optima Diagnostics,closed
Zvents,operating
Social Change Rewards,operating
Three Day Rule,operating
Napatech,closed
Breezy,operating
Prodagio Software,closed
FanFound,closed
Kwelia,operating
Receiptful,operating
Cover5,closed
Dolly,operating
Priceline Driving School,closed
Asl Analytical,closed
Catamaran,closed
Bunny Inc.,operating
Omega Grid Development,closed
Ideal Candidate,closed
La Musiquita,closed
LaSpell,closed
Expensas Online,operating
AJAX Street,operating
Pandabus,operating
mymission2,closed
MtoV,operating
Crayon,operating
Littlecast,closed
"Hey, Neighbor!",closed
Comunitae,operating
KÖÖK,closed
Freta.lá,operating
Bleu comme Gris,operating
RedBrick Health,operating
Bioincept,closed
Wear My Tags,operating
Flatbook Corp.,operating
Health 123,operating
Gangpiaoquan Cultural Communication,closed
Partly,operating
Windsor Group,operating
Paperfold,operating
Administrate,operating
BLM Acquisition Corp,operating
Chromasun,closed
Zairmail,operating
Bella Pictures,operating
Cloudtop,operating
TransGenRx,closed
Dealentra,operating
Sape,operating
eBusinessCards.com,closed
Hopper Dynamics,closed
QMCODES,closed
Daniel Vosovic LLC,closed
Mandelbrot Project,closed
CollegeSolved,operating
Tixers,closed
Reformation,closed
Ciris Energy,operating
Chukong Technologies,operating
Klear Kapture,operating
Podclass,operating
gamba! inc.,operating
Pluromed,operating
Laimoon.com,operating
Network for Good,closed
Brabeion Software,closed
Snowleader,operating
Hunt Country Hops,closed
i-Scientifica,operating
TrackaPhone,closed
Acturis,closed
OneSpot,operating
GigSky,operating
avocarrot,closed
BringShare,operating
Lightwave Power,closed
DisplayNote Technologies,closed
Dotour.com,operating
efileCabinet,operating
Social Median,operating
APIMATIC,closed
Gourmant,operating
gIcare Pharma,closed
backstitch,operating
i.Predictus,operating
Sugar Publishing,closed
Vello Systems,operating
The Grounds Keeper,closed
Embrace Pet Insurance,closed
A-Power Energy Generation Systems,closed
WebEx Communications,operating
HiperScan,operating
ENT Surgical,operating
Buoyant,closed
MogiMe,operating
Wall Street Horizon,operating
Wander (f. YongoPal),closed
Future Fleet,closed
Nav,closed
SalvageSale,closed
Moonshoot,operating
LiveGO,operating
Bastille,operating
Supermercato24,closed
NONO,closed
Aionex,closed
Microvisk Technologies,operating
Shiny Ads,operating
Behalf,closed
LinkStorm,operating
Dress Code,operating
vcopious Software,closed
Navini Networks,operating
Related Noise Inc.,closed
BeBop Sensors,operating
Qihoo 360 Technology,closed
Weaver Labs,closed
Zmqnw.com.cn,closed
InstallFree,closed
InsightRX,closed
One Beauty Stop,closed
AMAX Global Services,closed
OptioPay,closed
Kaixindai,closed
ReadyForZero,closed
Agiliance,closed
Beacon,operating
Value This Now,closed
Gild,closed
Remote,closed
LocPlanet,operating
ConjuGon,operating
Cloudfinder,operating
Eagle Eye Networks,operating
Radionomy,closed
Volley,closed
Qualifacts Systems,closed
ESILLAGE,closed
ComplyGlobal,closed
Gem,operating
Global Transaction Services Group,operating
Tealium,operating
Raven Biotechnologies,closed
Cequel Data,operating
Blue Bridge Technologies,operating
Iroko Pharmaceuticals,operating
Code Blue,closed
Agronomic Technology Corp,closed
SocialCrunch,operating
"YY, Inc.",closed
Theorem,closed
HealthUnlocked,closed
idealista.com,operating
Darktrace,closed
Smailex,closed
Marina Limousine,operating
HiWay Muzik Productions,closed
Putney,operating
ORIGOLO.COM,operating
Aviga Systems,operating
Powerit Solutions,closed
HabitRPG,operating
Occasion,closed
BodyBoss,operating
Envelop,operating
IQ Friends,closed
Pressy,operating
H2Sonics,operating
Xceligent,closed
MAX4G,closed
Culinary Agents,operating
Ecowizz,closed
Bella Professional Services,closed
Vator,closed
PocketList,closed
Evergreen Enterprises,operating
8villages,operating
Twijector,operating
Beem,operating
EMcube,operating
LendPro,closed
Point Blank Range,operating
Euroling,closed
Virtual Psychology Systems,operating
Fourier Electric,closed
iFrat Wars,closed
Sliide,closed
Catmoji,operating
Ostara Nutrient Recovery Technologies,closed
Granite Properties,operating
BevBucks,closed
VitaPortal,closed
Certeon,closed
Grant Dental Technology Corporation,operating
Bootup Labs,closed
Ebook Glue,closed
Bigfoot Networks,operating
GüvenRehberi,closed
MyQuoteApp,closed
Dajie,closed
A & D Propane,closed
Global One Financial,closed
Chevin,closed
Octorate,operating
AMERICAN PET RESORT,operating
4th aspect,operating
MoneyMenttor,operating
Biome,operating
Ception Therapeutics,closed
Qwell Pharmaceuticals,closed
Forcare,operating
Rainbow,operating
onefinestay,closed
Recargo,operating
ContactUs.com,closed
Serious Energy,closed
CBCA,closed
D-ÉG Thermoset,closed
Cennox,closed
Pulmatrix,closed
Youyiche Holdings,operating
PawnUp.com,closed
HμREL,operating
Fiber By-Products,operating
Retrieve Technologies,closed
Capture.it Tech Limited,operating
RateSetter,closed
Great Lakes NeuroTechnologies,operating
InsiteVR,operating
c4cast.com,operating
TomboyX,closed
Didasco,closed
"OIKOS Software, Inc.",closed
seniorshelf.com,operating
OnTopx,closed
Cogito Corporation,operating
EndoVantage,closed
Kozio,operating
NetDragon Websoft,operating
Beyond Gaming,closed
Basement Ventures,operating
RiffRaff,closed
AFFiRiS,operating
Vista Therapeutics,operating
Oxley's Extra,operating
Federated Media Publishing,closed
Oversi,closed
TopDeejays,operating
talech,operating
AmVac,operating
Virsec Systems,operating
Carbolytic Materials,closed
Hydro Alternative Energy,closed
SnackFever,operating
Stitcher,closed
Dun & Bradstreet Credibility Corporation,operating
Cloud.com,operating
Needish,closed
ContentForest,operating
Atrenta,operating
Katalyst Surgical,closed
Capptú,operating
TrafficGem Corp.,closed
HomeRun,closed
BioMotiv,closed
BabyGlowz,operating
Praice,closed
mAPPn,operating
ICEdot,closed
The New Daily,closed
Pluriomics,closed
Ganymede Ltd.,closed
Kerlink,closed
Bezalel Inc.,closed
Shodogg,closed
Classics&Exotics,closed
M2 Connections,operating
WiActs,operating
Fultec Semiconductor,operating
cooala - your brands,closed
Tandem Labs,closed
Nextlanding,operating
Wellflix,closed
Gigwalk,operating
Fairphone,closed
PVP Live,operating
Striva Corporation,operating
Pluss App,closed
iCardiac Technologies,operating
1st Choice Lawn Care,operating
Procuri,operating
Jaypore,closed
Storitz,closed
Run An Empire,operating
Somnus Therapeutics,operating
Goko,operating
Seamless Technologies,operating
Opertech Bio Inc.,closed
IMT (Innovative Micro Technology),closed
Global Axcess,operating
Virtual Command,closed
Sliced Apples,closed
QuanDx,operating
First Hop,operating
Deskwolf,operating
Smartkarma,operating
Newsblur,closed
Emotive Communications,operating
FaceAlerta,operating
Plasmonix,closed
Geothermal International,closed
Fyoosion LLC,closed
99Gamers,closed
HireHive,operating
EnLink Geoenergy Services,operating
Lion Street,closed
inRentive,operating
Vogo Sport,closed
Nexx Studio,operating
Fountain,operating
Juabar Design,operating
Kickoff,closed
Sweet Note Bakery,closed
Quickize,operating
Surgery Center of Beaufort,closed
Xamarin,closed
Chilicon Power,closed
Direct Media Technologies,closed
SinglePipe Communications,operating
Arete Therapeutics,closed
Massachusetts Life Sciences Center,operating
Manthan Software Services,closed
Qool Therapeutics,closed
Main Pulze,operating
SolArc,operating
WorldWide Biggies,closed
Matter and Form,operating
TrackDuck,closed
ip.access,closed
Emporis,closed
Atlantic Motor Labs,closed
Jott Messenger,operating
Prematics,operating
Misoca,operating
Executive Employers,closed
BorrowMyDoggy,closed
CheckIt,closed
DwellGreen,operating
Shutter Guardian,closed
Zillow,operating
5ensesinfood,operating
CarZumer,closed
16Lab Inc.,closed
Row Sham Bow,closed
GainBit,closed
Grocery Butler,operating
Express Mobile Plus,closed
Christtube LLC,operating
IntellectSpace,closed
Rapid Pathogen Screening,closed
Interview,operating
AppLabs,closed
KalVista Pharmaceuticals,closed
"CosmoCom, Inc.",operating
Cost Effective Data,operating
DeltaX,closed
Iqua,operating
ShanghaiMed Healthcare,closed
Alseres Pharmaceuticals,operating
Ritz & Wolf Camera & Image,operating
SCRM,operating
Datanomic,closed
Array BioPharma,operating
Potbotics,operating
Whotever,operating
Novatium,closed
Bgifty,operating
Therapeutic Proteins,closed
Carrizo Oil & Gas,closed
SoundFocus,operating
Eliason Media,closed
EcoFactor,closed
kooldiner,operating
Medico.com,closed
BitInstant,operating
Peekapak,closed
Chrysallis,closed
Dragonfly Data Factory,operating
IMedExchange,closed
Pensionskraft,operating
CROWDY HOUSE,operating
VeriTran,closed
Fleep,closed
Constella Group,operating
Able Planet,closed
Hypersoft Information Systems,operating
Loteda,closed
Add Life Medical Institute,closed
Fourth Wall Studios,operating
VideoPros,closed
TwtBks,closed
EcoloCap,operating
Genicon Sciences,closed
LINAGORA,closed
Robotics Inventions,closed
Fuego,closed
dINK,operating
Encore Rehabilitation Services,closed
Automatic,closed
AirWare Lab,operating
ClearMesh Networks,operating
Zygo Corporation,closed
Celaton,closed
Iris's Coffee and Tea Room,operating
Calix,closed
Antrad Medical,operating
Agistics,closed
Kngine,closed
Ahaali,closed
ParStream,operating
Retrevo,operating
Othera Pharmaceuticals,operating
jaja.tv,closed
Apollidon,closed
Shiftgig,closed
Napkin Labs,closed
Vasolux Microsystems,operating
Oz Sonotek,closed
Praedicat,operating
Evariant,operating
PUSH,closed
Genecure,closed
Plask,closed
Pyke,closed
InnovEco,operating
TravelShark,closed
Bringg,operating
Postini,closed
Usetrace,operating
Neoconix,operating
Nudipay Mobile Payment,operating
Aileron Therapeutics,closed
SwapBeats,operating
Complete Network Integration,operating
Newton Energy Partners,closed
Detectify,closed
CertificationPoint,closed
ERN,closed
MonetizePlus,closed
ShortCycles,closed
Accelario,operating
Business e via Italy,closed
Vueling Airlines S.A,operating
Duolingo,closed
FRS,operating
L&D Apps,closed
Playto,operating
Amber Road,closed
Botego,closed
Aria Glassworks,closed
PerformYard,operating
PanGenX,operating
Zadspace,operating
Arrayent Health,closed
xTurion,closed
Indi Molecular,operating
Osseon Therapeutics,operating
Smish,closed
Neurologix,closed
Chideo,closed
Tailwind Transportation Software,operating
InnoPharma,operating
Mode Analytics,closed
Equidate,operating
Tengah,operating
Striiv,closed
Greener Solutions Scrap Metal Recycling,closed
Energy Points,closed
Hi-Stor Technologies,operating
JB Therapeutics,operating
Blackstone Technology Group,closed
SEO Quotient,closed
Quixey,closed
Nemedia,operating
Pioneers,closed
Shanghai ANE Logistics,closed
Coinding,closed
TheCommentor,closed
Patronus Medical,operating
Business Insider,closed
Blurrt,operating
Boxaroo for eBay,operating
JAM Technologies,closed
Sentropi,closed
Black Ocean,operating
Cross Current,operating
Wicked Stix Cigars and Sinful Coffee,operating
Agricare,closed
Eventmag.ru,closed
Stayful,operating
FP Complete,operating
Raptr,closed
Covaron Advanced Materials,closed
Moqom,operating
TerraSky,operating
SoFits.Me,operating
Monii,closed
RockON,closed
Weight Wins,closed
Recruiting Sports Network,operating
NetStreams,operating
Liberty Dialysis,closed
Tastemaker,operating
Digsy,closed
Veteran Live Work Lofts,closed
DimensionU (formerly Tabula Digita),closed
Access Information Management,operating
Wikasa,operating
Kintana,closed
Tokalas,operating
Samanage,operating
ticketscript,closed
Vnomics,closed
StylePuzzle,closed
Snackr,closed
KAfe Group Limited,operating
QuitePeople,operating
Jolicloud,operating
Lighting by LED,closed
"AnVil Informatics, Inc",closed
SiTune,closed
"Gine, Inc.",operating
Inspire Energy,operating
Quality Solicitors,operating
Rail Yard,operating
Kuryente Enetrprises,operating
Prediki Prediction Services,operating
SmartFocus,closed
BlueShift Labs,operating
CyMedica Orthopedics,closed
GooodJob,operating
Revelation,operating
PataFoods,closed
Ra Pharmaceuticals,operating
CourseWeaver,operating
Zindigo,operating
Tenantry Network,operating
Time Warden,closed
Yelago,closed
Alekto,operating
Vice Media,operating
Mostro,operating
PillGuard,operating
Bioserie,operating
xoompark,closed
Wide Limited Release Film Distribution Fund,closed
ReviewTrackers,operating
Gamervision,closed
MeetMe,operating
meets,operating
Aurora Biofuels,operating
Convo,operating
Family Archival Solutions,closed
HTP,operating
BuzzTale,closed
Linux Voice,closed
Gencia,operating
Fellow Robots,closed
ActoGeniX,operating
Twinklr,closed
Cytovance Biologics,closed
BellyMoms Maternity Inc,closed
Huaneng Renewables,closed
YaoYao,operating
Outsmart,closed
Glooko,operating
Silico Corp,operating
Habet,closed
PresenceID,closed
VeXeRe.Com,operating
Powered Now,closed
"Ello, Inc.",closed
BLOCKpeek,operating
LendAmend,operating
ZRRO,operating
Quartz Solutions,operating
Setem Technologies,operating
Travelatus,closed
Endurance Wind Power,operating
PupPod Inc.,closed
"Outpost Games, Inc.",closed
Be.Here | The Global Advertising Company,closed
StemSave,closed
OpenTrust,operating
Patient-Centered Outcomes Research Institute,operating
Fi.tt,closed
ifussss,closed
Capstory,closed
"Construction Automation, Inc",operating
Shanghai SFS Digital Media,operating
GoodData,operating
RevUp Software,operating
Mama's Direct Inc.,operating
Bedbathmore.com,closed
Weatlas,closed
Vearch,closed
MiniBrew,operating
Signal Vine,operating
Karmarama,closed
Process,closed
Raiseworks,closed
Switchable Solutions,closed
Graviton,operating
American Halal Company,operating
Cephasonics,closed
Acquisition Glacier II,closed
Planex,operating
Favim,operating
TweetMySong.com,closed
Allylix,closed
Opendisc,closed
Flipter,operating
Verb,operating
TAKEASY CORPORATION,closed
"Fit Body Club, Co.",operating
Cytori Therapeutics,operating
iTechshark,closed
System Detection,operating
Sports Shop TV,operating
The Naked Song,closed
Transmit,operating
Lawdingo,closed
Ecube Labs,operating
Sxmobi Science and Technology,closed
TixAlert,closed
Online Warmongers,closed
Premier Hotels & Resorts,operating
Bespoke Weddings Ltd,operating
Broadchoice,operating
AlignRevenue,operating
hCentive,closed
ScaleBase,operating
Mobocars,closed
Seaborn Networks,operating
StageBloc,closed
IncreaseCard,closed
Phunware,closed
cloudplan GmbH,closed
Donate Your Desktop,closed
Bloson,operating
Healthy Labs,closed
EZTABLE,operating
afterBOT,operating
Intensity Therapeutics,operating
NextHop Technologies,closed
Burst.it,operating
Atesto Technologies,operating
Near Page,closed
Zoonova.com,operating
LiveMusicMachine.Com,closed
Kaminario,closed
Go!Foton,closed
Phoenix Health and Safety,closed
nCrypted Cloud,closed
Better Life Beverages,closed
Arjuna Solutions,operating
Oxford Nanopore Technologies,closed
Leyou,closed
Contract Live,operating
Avanoo,closed
Xcellerex,closed
SubC Control,closed
iGo,operating
AIMM Therapeutics,closed
